id,lib,perimetre,nbcom,info1,info2,info3,layer,path
ZRR04007,Gardefort,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04008,Garigny,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04009,Genouilly,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04010,Germigny-l'Exempt,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04011,Givardon,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04012,Graçay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04013,Groises,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04014,Gron,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04015,Grossouvre,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04016,Groutte,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04017,Guerche-sur-l'Aubois,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04018,Henrichemont,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04019,Herry,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04020,Humbligny,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04021,Ids-Saint-Roch,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04022,Ignol,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04023,Ineuil,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04024,Ivoy-le-Pré,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04025,Jalognes,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04026,Jars,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04027,Jouet-sur-l'Aubois,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04028,Jussy-Champagne,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04029,Jussy-le-Chaudrier,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04030,Lantan,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04031,Lapan,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04032,Lazenay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04033,Levet,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04034,Lignières,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04035,Limeux,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04036,Lissay-Lochy,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04037,Loye-sur-Arnon,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04038,Lugny-Bourbonnais,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04039,Lugny-Champagne,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04040,Lury-sur-Arnon,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04041,Maisonnais,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04042,Marçais,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04043,Mareuil-sur-Arnon,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04044,Marseilles-lès-Aubigny,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04045,Massay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04046,Meillant,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04047,Menetou-Couture,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04048,Menetou-Râtel,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04049,Ménétréol-sous-Sancerre,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04050,Ménétréol-sur-Sauldre,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04051,Méreau,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04052,Méry-ès-Bois,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04053,Montigny,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04054,Montlouis,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04055,Morlac,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04056,Mornay-Berry,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04057,Mornay-sur-Allier,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04058,Morogues,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04059,Moulins-sur-Yèvre,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04060,Nançay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04061,Nérondes,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04062,Neuilly-en-Dun,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04063,Neuilly-en-Sancerre,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04064,Neuvy-Deux-Clochers,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04065,Neuvy-le-Barrois,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04066,Neuvy-sur-Barangeon,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04067,Nohant-en-Goût,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04068,Nohant-en-Graçay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04069,Noyer,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04070,Nozières,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04071,Oizon,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04072,Orcenais,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04073,Orval,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04074,Osmery,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04075,Osmoy,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04076,Ourouer-les-Bourdelins,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04077,Parnay,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04078,Perche,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04079,Poisieux,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04080,Pondy,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04081,Précy,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04082,Presly,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04083,Preuilly,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04084,Préveranges,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04085,Quincy,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04086,Raymond,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04087,Reigny,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04088,Rezay,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04089,Sagonne,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04090,Saint-Aignan-des-Noyers,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04091,Saint-Amand-Montrond,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04092,Saint-Ambroix,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04093,Saint-Baudel,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04094,Saint-Bouize,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04095,Saint-Céols,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04096,Saint-Christophe-le-Chaudry,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04097,Saint-Denis-de-Palin,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04098,Saint-Georges-de-Poisieux,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04099,Saint-Georges-sur-la-Prée,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04100,Saint-Germain-des-Bois,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04101,Saint-Hilaire-de-Court,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04102,Saint-Hilaire-de-Gondilly,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04103,Saint-Hilaire-en-Lignières,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04104,Saint-Jeanvrin,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04105,Saint-Laurent,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04106,Saint-Léger-le-Petit,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04107,Saint-Loup-des-Chaumes,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04108,Saint-Martin-des-Champs,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04109,Saint-Maur,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04110,Sainte-Montaine,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04111,Saint-Outrille,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04112,Saint-Pierre-les-Bois,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04113,Saint-Pierre-les-Étieux,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04114,Saint-Priest-la-Marche,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04115,Saint-Satur,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04116,Saint-Saturnin,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04117,Saint-Symphorien,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04118,Sainte-Thorette,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04119,Saint-Vitte,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04120,Sancergues,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04121,Sancerre,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04122,Sancoins,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04123,Saulzais-le-Potier,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04124,Savigny-en-Septaine,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04125,Senneçay,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04126,Sens-Beaujeu,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04127,Serruelles,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04128,Sévry,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04129,Sidiailles,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04130,Soye-en-Septaine,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04131,Subligny,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04132,Sury-en-Vaux,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04133,Sury-ès-Bois,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04134,Tendron,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04135,Thaumiers,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04136,Thauvenay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04137,Thou,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04138,Torteron,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04139,Touchay,Commune,"1",Partiellement classée,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04140,Uzay-le-Venon,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04141,Vailly-sur-Sauldre,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
ZRR04142,Vallenay,Commune,"1",Sortante en 2017 continuant de bénéficier des effets du classement en 2018,,,zrr zonage,N:/DST/Carto/INTERACTIVITE/SUPERPOSEUR/superposeur/data/zrr.topojson|layername=zonage
